imageid imageid_train imageid_test if_in_trainset(other_in_testset) imgpath
13369 9407 3962 0 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n02484322_obj/img/img/00629.jpg
13370 9407 3963 1 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n02484322_obj/img/img/00630.jpg
13371 9408 3963 1 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n02484322_obj/img/img/00631.jpg
13372 9409 3963 1 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n02484322_obj/img/img/00632.jpg
13373 9410 3963 1 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n02484322_obj/img/img/00633.jpg
13374 9411 3963 0 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n02484322_obj/img/img/00634.jpg
13375 9411 3964 0 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n02484322_obj/img/img/00635.jpg
13376 9411 3965 1 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n02484322_obj/img/img/00636.jpg
13377 9412 3965 1 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n02484322_obj/img/img/00637.jpg
13378 9413 3965 1 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n02484322_obj/img/img/00638.jpg
13379 9414 3965 1 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n02484322_obj/img/img/00639.jpg
13380 9415 3965 1 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n02484322_obj/img/img/00640.jpg
13381 9416 3965 1 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n02484322_obj/img/img/00641.jpg
13382 9417 3965 1 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n02484322_obj/img/img/00642.jpg
13383 9418 3965 0 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n02484322_obj/img/img/00643.jpg
13384 9418 3966 1 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n02484322_obj/img/img/00644.jpg
13385 9419 3966 1 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n02484322_obj/img/img/00645.jpg
13386 9420 3966 1 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n02484322_obj/img/img/00646.jpg
13387 9421 3966 1 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n02484322_obj/img/img/00647.jpg
13388 9422 3966 1 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n02484322_obj/img/img/00648.jpg
13389 9423 3966 1 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n02484322_obj/img/img/00649.jpg
13390 9424 3966 1 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n02484322_obj/img/img/00650.jpg
13391 9425 3966 1 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n02484322_obj/img/img/00651.jpg
13392 9426 3966 1 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n02484322_obj/img/img/00652.jpg
13393 9427 3966 0 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n02484322_obj/img/img/00653.jpg
13394 9427 3967 0 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n02484322_obj/img/img/00654.jpg
13395 9427 3968 0 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n02484322_obj/img/img/00655.jpg
13396 9427 3969 1 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n02484322_obj/img/img/00656.jpg
13397 9428 3969 1 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n02484322_obj/img/img/00657.jpg
13398 9429 3969 1 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n02484322_obj/img/img/00658.jpg
13399 9430 3969 1 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n02484322_obj/img/img/00659.jpg
13400 9431 3969 1 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n02484322_obj/img/img/00660.jpg
13401 9432 3969 1 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n02484322_obj/img/img/00661.jpg
13402 9433 3969 1 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n02484322_obj/img/img/00662.jpg
13403 9434 3969 1 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n02484322_obj/img/img/00663.jpg
13404 9435 3969 0 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n02484322_obj/img/img/00664.jpg
13405 9435 3970 1 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n02484322_obj/img/img/00665.jpg
13406 9436 3970 0 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n02484322_obj/img/img/00666.jpg
13407 9436 3971 1 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n02484322_obj/img/img/00667.jpg
13408 9437 3971 0 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n02484322_obj/img/img/00668.jpg
13409 9437 3972 1 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n02484322_obj/img/img/00669.jpg
13410 9438 3972 1 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n02484322_obj/img/img/00670.jpg
13411 9439 3972 1 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n02484322_obj/img/img/00671.jpg
13412 9440 3972 0 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n02484322_obj/img/img/00672.jpg
13413 9440 3973 1 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n02484322_obj/img/img/00673.jpg
13414 9441 3973 1 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n02484322_obj/img/img/00674.jpg
13415 9442 3973 0 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n02484322_obj/img/img/00675.jpg
13416 9442 3974 1 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n02484322_obj/img/img/00676.jpg
13417 9443 3974 1 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n02484322_obj/img/img/00677.jpg
13418 9444 3974 0 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n02484322_obj/img/img/00678.jpg
13419 9444 3975 1 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n02484322_obj/img/img/00679.jpg
13420 9445 3975 1 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n02484322_obj/img/img/00680.jpg
13421 9446 3975 1 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n02484322_obj/img/img/00681.jpg
13422 9447 3975 1 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n02484322_obj/img/img/00682.jpg
13423 9448 3975 1 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n02484322_obj/img/img/00683.jpg
13424 9449 3975 0 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n02484322_obj/img/img/00684.jpg
13425 9449 3976 0 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n02484322_obj/img/img/00685.jpg
13426 9449 3977 1 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n02484322_obj/img/img/00686.jpg
13427 9450 3977 1 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n02484322_obj/img/img/00687.jpg
13428 9451 3977 0 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n02484322_obj/img/img/00688.jpg
13429 9451 3978 0 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n02484322_obj/img/img/00689.jpg
13430 9451 3979 1 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n02484322_obj/img/img/00690.jpg
13431 9452 3979 0 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n02484322_obj/img/img/00691.jpg
13432 9452 3980 0 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n02484322_obj/img/img/00692.jpg
13433 9452 3981 1 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n02484322_obj/img/img/00693.jpg
13434 9453 3981 1 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n02484322_obj/img/img/00694.jpg
13435 9454 3981 1 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n02484322_obj/img/img/00695.jpg
13436 9455 3981 0 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n02484322_obj/img/img/00696.jpg
13437 9455 3982 0 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n02484322_obj/img/img/00697.jpg
13438 9455 3983 0 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n02484322_obj/img/img/00698.jpg
13439 9455 3984 1 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n02484322_obj/img/img/00699.jpg
13440 9456 3984 1 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n02484322_obj/img/img/00700.jpg
13441 9457 3984 1 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n02484322_obj/img/img/00701.jpg
13442 9458 3984 1 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n02484322_obj/img/img/00702.jpg
13443 9459 3984 0 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n02484322_obj/img/img/00703.jpg
13444 9459 3985 1 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n02484322_obj/img/img/00704.jpg
13445 9460 3985 1 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n02484322_obj/img/img/00705.jpg
13446 9461 3985 1 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n02484322_obj/img/img/00706.jpg
13447 9462 3985 1 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n02484322_obj/img/img/00707.jpg
13448 9463 3985 1 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n02484322_obj/img/img/00708.jpg
13449 9464 3985 1 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n02484322_obj/img/img/00709.jpg
13450 9465 3985 1 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n02484322_obj/img/img/00710.jpg
13451 9466 3985 1 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n02484322_obj/img/img/00711.jpg
13452 9467 3985 1 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n02484322_obj/img/img/00712.jpg
13453 9468 3985 1 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n02484322_obj/img/img/00713.jpg
13454 9469 3985 1 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n02484322_obj/img/img/00714.jpg
13455 9470 3985 1 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n02484322_obj/img/img/00715.jpg
13456 9471 3985 1 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n02484322_obj/img/img/00716.jpg
13457 9472 3985 1 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n02484322_obj/img/img/00717.jpg
13458 9473 3985 1 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n02484322_obj/img/img/00718.jpg
13459 9474 3985 1 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n02484322_obj/img/img/00719.jpg
13460 9475 3985 1 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n02484322_obj/img/img/00720.jpg
13461 9476 3985 0 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n02484322_obj/img/img/00721.jpg
13462 9476 3986 1 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n02484322_obj/img/img/00722.jpg
13463 9477 3986 1 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n02484322_obj/img/img/00723.jpg
13464 9478 3986 1 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n02484322_obj/img/img/00724.jpg
13465 9479 3986 1 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n02484322_obj/img/img/00725.jpg
13466 9480 3986 0 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n02484322_obj/img/img/00726.jpg
13467 9480 3987 1 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n02484322_obj/img/img/00727.jpg
13468 9481 3987 1 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n02484322_obj/img/img/00728.jpg
13469 9482 3987 0 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n02484322_obj/img/img/00729.jpg
13470 9482 3988 1 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n02484322_obj/img/img/00730.jpg
13471 9483 3988 1 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n02484322_obj/img/img/00731.jpg
13472 9484 3988 1 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n02484322_obj/img/img/00732.jpg
13473 9485 3988 0 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n02484322_obj/img/img/00733.jpg
13474 9485 3989 1 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n02484322_obj/img/img/00734.jpg
13475 9486 3989 0 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n02484322_obj/img/img/00735.jpg
13476 9486 3990 0 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n02484322_obj/img/img/00736.jpg
13477 9486 3991 0 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n02484322_obj/img/img/00737.jpg
13478 9486 3992 0 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n02484322_obj/img/img/00738.jpg
13479 9486 3993 1 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n02484322_obj/img/img/00739.jpg
13480 9487 3993 1 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n02484322_obj/img/img/00740.jpg
13481 9488 3993 1 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n02484322_obj/img/img/00741.jpg
13482 9489 3993 1 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n02484322_obj/img/img/00742.jpg
13483 9490 3993 0 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n02484322_obj/img/img/00743.jpg
13484 9490 3994 1 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n02484322_obj/img/img/00744.jpg
13485 9491 3994 0 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n02484322_obj/img/img/00745.jpg
13486 9491 3995 1 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n02484322_obj/img/img/00746.jpg
13487 9492 3995 1 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n02484322_obj/img/img/00747.jpg
13488 9493 3995 1 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n02484322_obj/img/img/00748.jpg
13489 9494 3995 1 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n02484322_obj/img/img/00749.jpg
13490 9495 3995 1 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n02503517_obj/img/img/00001.jpg
13491 9496 3995 0 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n02503517_obj/img/img/00002.jpg
13492 9496 3996 1 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n02503517_obj/img/img/00003.jpg
13493 9497 3996 0 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n02503517_obj/img/img/00004.jpg
13494 9497 3997 1 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n02503517_obj/img/img/00005.jpg
13495 9498 3997 1 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n02503517_obj/img/img/00006.jpg
13496 9499 3997 1 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n02503517_obj/img/img/00007.jpg
13497 9500 3997 0 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n02503517_obj/img/img/00008.jpg
13498 9500 3998 1 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n02503517_obj/img/img/00009.jpg
13499 9501 3998 1 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n02503517_obj/img/img/00010.jpg
13500 9502 3998 0 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n02503517_obj/img/img/00011.jpg
13501 9502 3999 0 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n02503517_obj/img/img/00012.jpg
13502 9502 4000 1 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n02503517_obj/img/img/00013.jpg
13503 9503 4000 1 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n02503517_obj/img/img/00014.jpg
13504 9504 4000 1 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n02503517_obj/img/img/00015.jpg
13505 9505 4000 1 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n02503517_obj/img/img/00016.jpg
13506 9506 4000 1 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n02503517_obj/img/img/00017.jpg
13507 9507 4000 1 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n02503517_obj/img/img/00018.jpg
13508 9508 4000 1 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n02503517_obj/img/img/00019.jpg
13509 9509 4000 0 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n02503517_obj/img/img/00020.jpg
13510 9509 4001 1 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n02503517_obj/img/img/00021.jpg
13511 9510 4001 0 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n02503517_obj/img/img/00022.jpg
13512 9510 4002 1 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n02503517_obj/img/img/00023.jpg
13513 9511 4002 1 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n02503517_obj/img/img/00024.jpg
13514 9512 4002 1 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n02503517_obj/img/img/00025.jpg
13515 9513 4002 0 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n02503517_obj/img/img/00026.jpg
13516 9513 4003 1 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n02503517_obj/img/img/00027.jpg
13517 9514 4003 1 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n02503517_obj/img/img/00028.jpg
13518 9515 4003 1 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n02503517_obj/img/img/00029.jpg
13519 9516 4003 1 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n02503517_obj/img/img/00030.jpg
